id_venda,data_venda,loja,categoria_produto,produto,quantidade,preco_unitario,valor_total,vendedor,forma_pagamento,cidade,uf
HAV002959,2024-08-16,Havan Blumenau,Vestuário,Tênis Nike,3,188.12,564.36,Ana Silva,PIX,Blumenau,SC
HAV002960,2024-03-06,Havan Londrina,Eletrodomésticos,Micro-ondas Electrolux,1,857.91,857.91,Patrícia Santos,PIX,Londrina,SC
HAV002961,2024-04-08,Havan Blumenau,"Cama, Mesa e Banho",Cortina Blackout,1,302.48,302.48,Ana Silva,Cartão de débito,Blumenau,SC
HAV002962,2025-09-20,Havan Londrina,Brinquedos,Quebra-cabeça 1000 peças,2,313.42,626.84,João Mendes,PIX,Londrina,PR
HAV002963,2024-11-21,Havan Florianópolis,Brinquedos,Lego Star Wars,3,72.0,216.0,Carlos Souza,Cartão de débito,Florianópolis,SC
HAV002964,2025-01-04,Havan Londrina,Informática,Teclado Mecânico,3,134.06,402.18,Mariana Costa,Dinheiro,Londrina,PR
HAV002965,2025-09-16,Havan Curitiba,Eletrônicos,Tablet Samsung,1,4556.42,4556.42,João Mendes,Cartão de crédito,Curitiba,SC
HAV002966,2025-09-29,Havan Curitiba,Utilidades Domésticas,Chaleira Inox,3,142.38,427.14,Ana Silva,Cartão de crédito,Curitiba,SC
HAV002967,2024-12-19,Havan Balneário Camboriú,"Cama, Mesa e Banho",Toalha de Banho,1,113.06,113.06,João Mendes,Cartão de crédito,Balneário Camboriú,SC
HAV002968,2024-04-25,Havan Londrina,Utilidades Domésticas,Conjunto de Panelas Tramontina,2,284.76,569.52,Fernanda Lima,Cartão de crédito,Londrina,PR
HAV002969,2024-05-03,Havan Itajaí,Vestuário,Camiseta Polo,3,477.45,1432.35,Carlos Souza,Cartão de débito,Itajaí,SC
HAV002970,2024-01-18,Havan Blumenau,Eletrodomésticos,Aspirador Mondial,2,4694.87,9389.74,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV002971,2024-11-17,Havan Balneário Camboriú,Brinquedos,Lego Star Wars,4,390.1,1560.4,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV002972,2025-05-06,Havan Blumenau,Móveis,Mesa de Jantar 6 lugares,3,2704.05,8112.15,Fernanda Lima,Cartão de crédito,Blumenau,SC
HAV002973,2025-01-31,Havan Balneário Camboriú,Eletrodomésticos,Aspirador Mondial,1,3276.28,3276.28,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV002974,2025-06-16,Havan Joinville,Móveis,Estante Decorativa,3,2950.14,8850.42,Ana Silva,PIX,Joinville,SC
HAV002975,2025-02-12,Havan Florianópolis,Brinquedos,Boneca Barbie,2,334.44,668.88,Rodrigo Alves,Dinheiro,Florianópolis,SC
HAV002976,2025-05-28,Havan Londrina,"Cama, Mesa e Banho",Toalha de Banho,1,125.86,125.86,Carlos Souza,Cartão de crédito,Londrina,SC
HAV002977,2024-06-13,Havan Londrina,Brinquedos,Boneca Barbie,2,207.06,414.12,Carlos Souza,Cartão de débito,Londrina,PR
HAV002978,2024-01-24,Havan Joinville,Brinquedos,Boneca Barbie,1,32.8,32.8,Patrícia Santos,Dinheiro,Joinville,SC
HAV002979,2025-06-12,Havan Curitiba,"Cama, Mesa e Banho",Jogo de Lençol Queen,2,405.56,811.12,Mariana Costa,Cartão de débito,Curitiba,PR
HAV002980,2024-05-22,Havan Brusque,Brinquedos,Lego Star Wars,1,50.78,50.78,Mariana Costa,PIX,Brusque,SC
HAV002981,2025-07-01,Havan Balneário Camboriú,"Cama, Mesa e Banho",Cortina Blackout,4,180.09,720.36,Lucas Oliveira,PIX,Balneário Camboriú,SC
HAV002982,2024-02-08,Havan Joinville,Informática,Teclado Mecânico,1,2175.89,2175.89,Lucas Oliveira,PIX,Joinville,SC
HAV002983,2024-10-22,Havan Balneário Camboriú,Eletrodomésticos,Aspirador Mondial,1,570.5,570.5,Rodrigo Alves,Dinheiro,Balneário Camboriú,SC
HAV002984,2025-05-21,Havan Florianópolis,Móveis,Guarda-roupa 6 portas,2,2561.76,5123.52,Carlos Souza,Cartão de débito,Florianópolis,SC
HAV002985,2024-12-23,Havan Blumenau,Eletrodomésticos,Micro-ondas Electrolux,3,831.18,2493.54,Carlos Souza,Dinheiro,Blumenau,SC
HAV002986,2025-05-19,Havan Joinville,"Cama, Mesa e Banho",Travesseiro Nasa,4,256.66,1026.64,Carlos Souza,Cartão de crédito,Joinville,SC
HAV002987,2024-12-10,Havan Itajaí,Eletrodomésticos,Micro-ondas Electrolux,2,761.63,1523.26,Rodrigo Alves,Dinheiro,Itajaí,SC
HAV002988,2025-03-31,Havan Balneário Camboriú,Eletrônicos,Notebook Lenovo,3,1232.26,3696.78,Lucas Oliveira,Dinheiro,Balneário Camboriú,SC
HAV002989,2024-05-16,Havan Itajaí,Informática,"Monitor 24""",4,912.12,3648.48,Rodrigo Alves,Cartão de débito,Itajaí,SC
HAV002990,2025-06-25,Havan Balneário Camboriú,Eletrodomésticos,Aspirador Mondial,1,3306.92,3306.92,Ana Silva,Dinheiro,Balneário Camboriú,SC
HAV002991,2025-06-13,Havan Londrina,Utilidades Domésticas,Tábua de Corte,2,69.9,139.8,João Mendes,Cartão de crédito,Londrina,PR
HAV002992,2024-12-10,Havan Brusque,Utilidades Domésticas,Aparelho de Jantar,1,169.87,169.87,Patrícia Santos,Cartão de crédito,Brusque,SC
HAV002993,2024-04-23,Havan Blumenau,Informática,"Monitor 24""",4,1295.95,5183.8,Rodrigo Alves,PIX,Blumenau,SC
HAV002994,2025-01-25,Havan Florianópolis,Brinquedos,Quebra-cabeça 1000 peças,2,321.97,643.94,Patrícia Santos,Cartão de crédito,Florianópolis,SC
HAV002995,2024-05-05,Havan Balneário Camboriú,Eletrônicos,Tablet Samsung,3,4990.67,14972.01,Fernanda Lima,Cartão de crédito,Balneário Camboriú,SC
HAV002996,2025-04-29,Havan Blumenau,Utilidades Domésticas,Aparelho de Jantar,4,240.42,961.68,Rodrigo Alves,Cartão de crédito,Blumenau,SC
HAV002997,2024-10-15,Havan Blumenau,Utilidades Domésticas,Conjunto de Panelas Tramontina,3,255.14,765.42,Mariana Costa,PIX,Blumenau,SC
HAV002998,2024-07-27,Havan Joinville,Vestuário,Calça Jeans,3,412.92,1238.76,Rodrigo Alves,PIX,Joinville,SC
HAV002999,2024-03-25,Havan Joinville,Vestuário,Tênis Nike,1,94.73,94.73,João Mendes,Cartão de débito,Joinville,SC
HAV003000,2024-11-24,Havan Londrina,Eletrodomésticos,Cafeteira Nespresso,1,284.71,284.71,Lucas Oliveira,Cartão de crédito,Londrina,PR
HAV003001,2025-05-11,Havan Joinville,Informática,Teclado Mecânico,4,2950.64,11802.56,Ana Silva,Dinheiro,Joinville,SC
HAV003002,2024-04-20,Havan Balneário Camboriú,Vestuário,Jaqueta Corta Vento,3,273.04,819.12,Patrícia Santos,PIX,Balneário Camboriú,SC
HAV003003,2025-07-11,Havan Balneário Camboriú,Vestuário,Camiseta Polo,1,231.31,231.31,João Mendes,Cartão de débito,Balneário Camboriú,SC
HAV003004,2025-02-24,Havan Blumenau,Utilidades Domésticas,Jogo de Copos,1,123.3,123.3,Fernanda Lima,Cartão de crédito,Blumenau,SC
HAV003005,2025-10-23,Havan Balneário Camboriú,Eletrodomésticos,Micro-ondas Electrolux,4,2714.35,10857.4,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV003006,2025-02-10,Havan Brusque,"Cama, Mesa e Banho",Cortina Blackout,1,485.63,485.63,Fernanda Lima,PIX,Brusque,SC
HAV003007,2025-09-28,Havan Brusque,Utilidades Domésticas,Chaleira Inox,2,402.46,804.92,Carlos Souza,Cartão de débito,Brusque,SC
HAV003008,2024-01-20,Havan Balneário Camboriú,"Cama, Mesa e Banho",Cortina Blackout,1,161.0,161.0,João Mendes,Cartão de crédito,Balneário Camboriú,SC
HAV003009,2024-12-10,Havan Curitiba,Eletrônicos,"Smart TV 50""",1,4709.33,4709.33,Lucas Oliveira,Cartão de crédito,Curitiba,SC
HAV003010,2024-04-04,Havan Curitiba,Informática,HD Externo 1TB,1,1348.19,1348.19,Mariana Costa,Cartão de débito,Curitiba,SC
HAV003011,2025-10-03,Havan Blumenau,Móveis,Sofá 3 Lugares,3,1654.05,4962.15,Ana Silva,Cartão de crédito,Blumenau,SC
HAV003012,2025-06-18,Havan Brusque,Brinquedos,Carrinho Hot Wheels,2,397.54,795.08,Lucas Oliveira,Cartão de crédito,Brusque,SC
HAV003013,2024-06-15,Havan Joinville,Utilidades Domésticas,Jogo de Copos,4,83.67,334.68,Mariana Costa,PIX,Joinville,SC
HAV003014,2024-05-08,Havan Londrina,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,474.21,474.21,Ana Silva,Cartão de crédito,Londrina,PR
HAV003015,2024-02-17,Havan Londrina,Utilidades Domésticas,Aparelho de Jantar,1,91.97,91.97,Rodrigo Alves,Cartão de crédito,Londrina,PR
HAV003016,2024-11-09,Havan Itajaí,Utilidades Domésticas,Jogo de Copos,4,442.77,1771.08,João Mendes,Cartão de crédito,Itajaí,SC
HAV003017,2024-10-16,Havan Itajaí,"Cama, Mesa e Banho",Jogo de Lençol Queen,3,258.75,776.25,João Mendes,Cartão de crédito,Itajaí,SC
HAV003018,2024-12-08,Havan Blumenau,Vestuário,Camiseta Polo,1,108.73,108.73,Mariana Costa,Cartão de crédito,Blumenau,SC
HAV003019,2025-07-16,Havan Londrina,Móveis,Cadeira Gamer,4,2662.13,10648.52,Carlos Souza,Dinheiro,Londrina,SC
HAV003020,2024-02-15,Havan Brusque,Eletrodomésticos,Micro-ondas Electrolux,1,3481.64,3481.64,Mariana Costa,Cartão de crédito,Brusque,SC
HAV003021,2024-07-14,Havan Brusque,Vestuário,Camiseta Polo,2,182.01,364.02,Fernanda Lima,PIX,Brusque,SC
HAV003022,2025-07-13,Havan Curitiba,Eletrodomésticos,Micro-ondas Electrolux,1,4417.07,4417.07,Patrícia Santos,PIX,Curitiba,SC
HAV003023,2025-08-11,Havan Brusque,Móveis,Mesa de Jantar 6 lugares,3,1712.38,5137.14,Fernanda Lima,Cartão de crédito,Brusque,SC
HAV003024,2024-11-06,Havan Blumenau,"Cama, Mesa e Banho",Cortina Blackout,2,78.7,157.4,Carlos Souza,Cartão de crédito,Blumenau,SC
HAV003025,2025-06-15,Havan Blumenau,Informática,Impressora HP,2,2787.63,5575.26,Patrícia Santos,Dinheiro,Blumenau,SC
HAV003026,2025-06-16,Havan Brusque,Informática,"Monitor 24""",1,1624.18,1624.18,Rodrigo Alves,Dinheiro,Brusque,SC
HAV003027,2025-05-17,Havan Florianópolis,Móveis,Guarda-roupa 6 portas,2,3164.28,6328.56,João Mendes,Cartão de crédito,Florianópolis,SC
HAV003028,2025-09-02,Havan Brusque,Brinquedos,Boneca Barbie,4,227.33,909.32,Patrícia Santos,Cartão de débito,Brusque,SC
HAV003029,2025-08-10,Havan Curitiba,Informática,Impressora HP,1,412.1,412.1,Ana Silva,Cartão de débito,Curitiba,SC
HAV003030,2024-12-11,Havan Balneário Camboriú,Brinquedos,Carrinho Hot Wheels,1,204.54,204.54,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV003031,2024-01-10,Havan Joinville,Brinquedos,Lego Star Wars,2,62.37,124.74,Mariana Costa,PIX,Joinville,SC
HAV003032,2024-09-23,Havan Balneário Camboriú,Informática,"Monitor 24""",4,1749.68,6998.72,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV003033,2024-09-05,Havan Joinville,"Cama, Mesa e Banho",Edredom Casal,4,113.39,453.56,Ana Silva,Dinheiro,Joinville,SC
HAV003034,2024-03-14,Havan Joinville,Vestuário,Calça Jeans,3,240.89,722.67,Carlos Souza,Cartão de débito,Joinville,SC
HAV003035,2025-01-21,Havan Curitiba,Brinquedos,Boneca Barbie,2,141.08,282.16,Fernanda Lima,Cartão de crédito,Curitiba,SC
HAV003036,2024-12-28,Havan Balneário Camboriú,Vestuário,Blusa Feminina,2,314.72,629.44,Patrícia Santos,Dinheiro,Balneário Camboriú,SC
HAV003037,2024-12-27,Havan Balneário Camboriú,Informática,Teclado Mecânico,2,634.98,1269.96,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV003038,2024-05-18,Havan Itajaí,Móveis,Estante Decorativa,2,1438.38,2876.76,Mariana Costa,PIX,Itajaí,SC
HAV003039,2024-12-20,Havan Brusque,Eletrodomésticos,Micro-ondas Electrolux,2,224.17,448.34,Fernanda Lima,Dinheiro,Brusque,SC
HAV003040,2025-06-15,Havan Balneário Camboriú,Utilidades Domésticas,Conjunto de Panelas Tramontina,3,54.65,163.95,Patrícia Santos,Dinheiro,Balneário Camboriú,SC
HAV003041,2024-08-07,Havan Brusque,Informática,Impressora HP,2,1137.88,2275.76,Mariana Costa,PIX,Brusque,SC
HAV003042,2024-04-08,Havan Florianópolis,Eletrodomésticos,Geladeira Brastemp,3,3996.59,11989.77,Patrícia Santos,Cartão de crédito,Florianópolis,SC
HAV003043,2025-08-26,Havan Florianópolis,Utilidades Domésticas,Chaleira Inox,1,169.6,169.6,Patrícia Santos,Cartão de crédito,Florianópolis,SC
HAV003044,2025-02-20,Havan Joinville,Eletrônicos,Fone Bluetooth JBL,4,4832.66,19330.64,Fernanda Lima,Cartão de crédito,Joinville,SC
HAV003045,2024-02-20,Havan Curitiba,Brinquedos,Carrinho Hot Wheels,3,220.9,662.7,Carlos Souza,Cartão de crédito,Curitiba,PR
HAV003046,2024-08-10,Havan Itajaí,Móveis,Estante Decorativa,2,542.83,1085.66,Rodrigo Alves,Cartão de crédito,Itajaí,SC
HAV003047,2025-10-14,Havan Blumenau,Eletrodomésticos,Cafeteira Nespresso,4,2929.0,11716.0,Lucas Oliveira,Cartão de crédito,Blumenau,SC
HAV003048,2024-11-17,Havan Curitiba,"Cama, Mesa e Banho",Cortina Blackout,4,35.31,141.24,Rodrigo Alves,Cartão de crédito,Curitiba,SC
HAV003049,2024-05-10,Havan Florianópolis,Eletrônicos,Tablet Samsung,1,4001.37,4001.37,Carlos Souza,Dinheiro,Florianópolis,SC
HAV003050,2024-06-21,Havan Florianópolis,Eletrônicos,Fone Bluetooth JBL,1,3753.29,3753.29,Patrícia Santos,PIX,Florianópolis,SC
HAV003051,2024-12-28,Havan Londrina,Eletrônicos,Tablet Samsung,4,517.43,2069.72,Carlos Souza,Cartão de crédito,Londrina,SC
HAV003052,2024-01-11,Havan Blumenau,Eletrônicos,Fone Bluetooth JBL,1,2502.12,2502.12,Fernanda Lima,PIX,Blumenau,SC
HAV003053,2024-06-06,Havan Curitiba,Móveis,Mesa de Jantar 6 lugares,3,1838.11,5514.33,João Mendes,PIX,Curitiba,SC
HAV003054,2025-03-09,Havan Balneário Camboriú,"Cama, Mesa e Banho",Jogo de Lençol Queen,4,419.7,1678.8,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV003055,2025-05-01,Havan Londrina,Eletrônicos,Fone Bluetooth JBL,2,877.94,1755.88,Patrícia Santos,PIX,Londrina,PR
HAV003056,2024-04-26,Havan Brusque,Utilidades Domésticas,Aparelho de Jantar,1,95.6,95.6,Patrícia Santos,Cartão de crédito,Brusque,SC
HAV003057,2025-03-25,Havan Brusque,"Cama, Mesa e Banho",Edredom Casal,1,382.23,382.23,Carlos Souza,PIX,Brusque,SC
HAV003058,2025-04-20,Havan Florianópolis,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,317.29,317.29,Patrícia Santos,Cartão de crédito,Florianópolis,SC
HAV003059,2025-01-25,Havan Balneário Camboriú,"Cama, Mesa e Banho",Cortina Blackout,3,157.71,473.13,Lucas Oliveira,PIX,Balneário Camboriú,SC
HAV003060,2024-05-18,Havan Curitiba,"Cama, Mesa e Banho",Toalha de Banho,1,470.13,470.13,Patrícia Santos,Cartão de débito,Curitiba,SC
HAV003061,2024-01-27,Havan Brusque,Eletrônicos,Notebook Lenovo,1,3049.59,3049.59,Ana Silva,Dinheiro,Brusque,SC
HAV003062,2024-12-22,Havan Brusque,Brinquedos,Carrinho Hot Wheels,1,394.14,394.14,Patrícia Santos,Cartão de débito,Brusque,SC
HAV003063,2024-05-18,Havan Joinville,Móveis,Estante Decorativa,1,3142.9,3142.9,Carlos Souza,Cartão de crédito,Joinville,SC
HAV003064,2024-02-05,Havan Itajaí,"Cama, Mesa e Banho",Travesseiro Nasa,1,361.63,361.63,Patrícia Santos,Dinheiro,Itajaí,SC
HAV003065,2024-11-27,Havan Curitiba,Móveis,Estante Decorativa,3,4747.92,14243.76,Rodrigo Alves,Cartão de débito,Curitiba,SC
HAV003066,2025-07-12,Havan Joinville,Eletrônicos,"Smart TV 50""",1,1416.68,1416.68,Carlos Souza,PIX,Joinville,SC
HAV003067,2025-09-10,Havan Londrina,Móveis,Estante Decorativa,1,4356.12,4356.12,Carlos Souza,Dinheiro,Londrina,SC
HAV003068,2024-10-25,Havan Balneário Camboriú,Informática,Teclado Mecânico,4,619.52,2478.08,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV003069,2024-11-29,Havan Itajaí,"Cama, Mesa e Banho",Jogo de Lençol Queen,4,99.27,397.08,Mariana Costa,Cartão de crédito,Itajaí,SC
HAV003070,2024-03-20,Havan Balneário Camboriú,"Cama, Mesa e Banho",Travesseiro Nasa,2,348.71,697.42,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV003071,2025-08-16,Havan Balneário Camboriú,Móveis,Guarda-roupa 6 portas,2,3991.48,7982.96,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV003072,2024-02-15,Havan Blumenau,Móveis,Guarda-roupa 6 portas,1,2862.18,2862.18,Ana Silva,Cartão de débito,Blumenau,SC
HAV003073,2025-08-01,Havan Curitiba,"Cama, Mesa e Banho",Edredom Casal,2,427.44,854.88,João Mendes,Cartão de débito,Curitiba,PR
HAV003074,2024-07-04,Havan Blumenau,Móveis,Guarda-roupa 6 portas,4,4054.61,16218.44,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV003075,2024-10-15,Havan Balneário Camboriú,Móveis,Cadeira Gamer,2,4502.22,9004.44,João Mendes,PIX,Balneário Camboriú,SC
HAV003076,2025-05-02,Havan Blumenau,Vestuário,Tênis Nike,1,317.27,317.27,Fernanda Lima,Cartão de crédito,Blumenau,SC
HAV003077,2024-06-18,Havan Brusque,Brinquedos,Lego Star Wars,4,63.05,252.2,Fernanda Lima,Cartão de crédito,Brusque,SC
HAV003078,2025-05-08,Havan Londrina,Utilidades Domésticas,Chaleira Inox,2,36.22,72.44,João Mendes,Cartão de crédito,Londrina,SC
HAV003079,2024-08-26,Havan Brusque,Brinquedos,Quebra-cabeça 1000 peças,2,375.92,751.84,Carlos Souza,PIX,Brusque,SC
HAV003080,2025-10-11,Havan Balneário Camboriú,Móveis,Estante Decorativa,1,435.66,435.66,Patrícia Santos,PIX,Balneário Camboriú,SC
HAV003081,2025-10-01,Havan Londrina,Vestuário,Camiseta Polo,4,224.33,897.32,Patrícia Santos,Dinheiro,Londrina,SC
HAV003082,2024-12-12,Havan Florianópolis,Vestuário,Jaqueta Corta Vento,1,461.45,461.45,Rodrigo Alves,Dinheiro,Florianópolis,SC
HAV003083,2024-12-26,Havan Londrina,"Cama, Mesa e Banho",Travesseiro Nasa,2,247.09,494.18,Mariana Costa,Cartão de crédito,Londrina,SC
HAV003084,2025-04-08,Havan Florianópolis,Informática,HD Externo 1TB,1,2642.15,2642.15,Rodrigo Alves,Cartão de débito,Florianópolis,SC
HAV003085,2024-12-22,Havan Florianópolis,Eletrodomésticos,Geladeira Brastemp,1,2781.99,2781.99,Lucas Oliveira,Cartão de crédito,Florianópolis,SC
HAV003086,2025-04-18,Havan Florianópolis,"Cama, Mesa e Banho",Jogo de Lençol Queen,3,318.4,955.2,Rodrigo Alves,PIX,Florianópolis,SC
HAV003087,2024-10-21,Havan Joinville,Utilidades Domésticas,Chaleira Inox,1,190.79,190.79,Rodrigo Alves,Cartão de crédito,Joinville,SC
HAV003088,2025-09-09,Havan Joinville,Utilidades Domésticas,Tábua de Corte,2,308.42,616.84,Fernanda Lima,Cartão de crédito,Joinville,SC
HAV003089,2024-06-30,Havan Blumenau,Brinquedos,Jogo de Tabuleiro,1,268.08,268.08,Carlos Souza,Dinheiro,Blumenau,SC
HAV003090,2025-01-01,Havan Florianópolis,Brinquedos,Carrinho Hot Wheels,3,133.67,401.01,João Mendes,PIX,Florianópolis,SC
HAV003091,2024-11-06,Havan Itajaí,Informática,Impressora HP,3,916.71,2750.13,João Mendes,Cartão de crédito,Itajaí,SC
HAV003092,2025-01-09,Havan Florianópolis,Brinquedos,Lego Star Wars,4,229.17,916.68,Fernanda Lima,Cartão de crédito,Florianópolis,SC
HAV003093,2024-12-17,Havan Florianópolis,Móveis,Cadeira Gamer,2,3205.47,6410.94,Carlos Souza,Cartão de débito,Florianópolis,SC
HAV003094,2025-01-08,Havan Itajaí,Vestuário,Calça Jeans,3,367.87,1103.61,Mariana Costa,PIX,Itajaí,SC
HAV003095,2024-05-22,Havan Blumenau,Vestuário,Blusa Feminina,1,91.96,91.96,Carlos Souza,Cartão de crédito,Blumenau,SC
HAV003096,2024-08-26,Havan Londrina,Informática,Teclado Mecânico,1,2058.93,2058.93,Mariana Costa,Cartão de crédito,Londrina,PR
HAV003097,2025-07-04,Havan Florianópolis,Brinquedos,Quebra-cabeça 1000 peças,4,111.9,447.6,Carlos Souza,Cartão de crédito,Florianópolis,SC
HAV003098,2024-03-23,Havan Brusque,Eletrônicos,"Smart TV 50""",2,1798.62,3597.24,Rodrigo Alves,Cartão de crédito,Brusque,SC
HAV003099,2024-06-28,Havan Joinville,Móveis,Estante Decorativa,1,3270.14,3270.14,João Mendes,Cartão de débito,Joinville,SC
HAV003100,2025-01-02,Havan Brusque,Eletrodomésticos,Liquidificador Philips,4,231.8,927.2,Mariana Costa,PIX,Brusque,SC
HAV003101,2025-03-24,Havan Florianópolis,"Cama, Mesa e Banho",Cortina Blackout,1,123.04,123.04,Mariana Costa,PIX,Florianópolis,SC
HAV003102,2024-12-01,Havan Joinville,Móveis,Estante Decorativa,3,2950.16,8850.48,Mariana Costa,Cartão de crédito,Joinville,SC
HAV003103,2024-10-16,Havan Joinville,Eletrodomésticos,Micro-ondas Electrolux,2,1729.41,3458.82,Patrícia Santos,Cartão de crédito,Joinville,SC
HAV003104,2025-01-22,Havan Balneário Camboriú,"Cama, Mesa e Banho",Travesseiro Nasa,2,235.27,470.54,Rodrigo Alves,PIX,Balneário Camboriú,SC
HAV003105,2024-11-23,Havan Joinville,Informática,"Monitor 24""",3,1218.97,3656.91,Carlos Souza,Cartão de crédito,Joinville,SC
HAV003106,2025-06-06,Havan Florianópolis,Eletrodomésticos,Geladeira Brastemp,1,1921.62,1921.62,João Mendes,Cartão de débito,Florianópolis,SC
HAV003107,2024-07-01,Havan Florianópolis,Móveis,Sofá 3 Lugares,1,2054.54,2054.54,Mariana Costa,Cartão de crédito,Florianópolis,SC
HAV003108,2025-10-19,Havan Londrina,Utilidades Domésticas,Tábua de Corte,2,210.13,420.26,Carlos Souza,Cartão de crédito,Londrina,SC
HAV003109,2024-04-27,Havan Blumenau,Informática,Teclado Mecânico,3,272.1,816.3,Fernanda Lima,Cartão de crédito,Blumenau,SC
HAV003110,2025-11-06,Havan Curitiba,Eletrônicos,Tablet Samsung,2,3206.67,6413.34,Ana Silva,Cartão de crédito,Curitiba,SC
HAV003111,2025-06-20,Havan Blumenau,Eletrodomésticos,Liquidificador Philips,2,2681.86,5363.72,Fernanda Lima,Cartão de crédito,Blumenau,SC
HAV003112,2024-02-06,Havan Blumenau,Móveis,Guarda-roupa 6 portas,1,4115.09,4115.09,Fernanda Lima,Cartão de crédito,Blumenau,SC
HAV003113,2024-06-09,Havan Balneário Camboriú,Eletrônicos,Caixa de Som Alexa,4,1232.07,4928.28,Carlos Souza,Cartão de débito,Balneário Camboriú,SC
HAV003114,2024-03-07,Havan Joinville,Móveis,Cadeira Gamer,1,3421.6,3421.6,Fernanda Lima,Cartão de crédito,Joinville,SC
HAV003115,2025-03-08,Havan Blumenau,Eletrônicos,Notebook Lenovo,1,2641.26,2641.26,Ana Silva,PIX,Blumenau,SC
HAV003116,2025-07-23,Havan Balneário Camboriú,Eletrônicos,Caixa de Som Alexa,4,2716.3,10865.2,Lucas Oliveira,Dinheiro,Balneário Camboriú,SC
HAV003117,2024-08-27,Havan Londrina,Móveis,Cadeira Gamer,2,1033.82,2067.64,João Mendes,Dinheiro,Londrina,PR
HAV003118,2025-09-15,Havan Brusque,Vestuário,Blusa Feminina,1,163.32,163.32,Ana Silva,Cartão de débito,Brusque,SC
HAV003119,2025-02-15,Havan Londrina,"Cama, Mesa e Banho",Jogo de Lençol Queen,3,351.18,1053.54,Lucas Oliveira,Cartão de crédito,Londrina,SC
HAV003120,2024-09-19,Havan Balneário Camboriú,Eletrodomésticos,Geladeira Brastemp,2,2149.7,4299.4,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV003121,2024-04-06,Havan Blumenau,"Cama, Mesa e Banho",Travesseiro Nasa,4,157.83,631.32,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV003122,2024-05-29,Havan Florianópolis,"Cama, Mesa e Banho",Toalha de Banho,1,161.25,161.25,Carlos Souza,Cartão de débito,Florianópolis,SC
HAV003123,2024-04-30,Havan Blumenau,"Cama, Mesa e Banho",Jogo de Lençol Queen,1,294.14,294.14,Ana Silva,Cartão de crédito,Blumenau,SC
HAV003124,2024-03-20,Havan Joinville,Utilidades Domésticas,Tábua de Corte,3,378.73,1136.19,Lucas Oliveira,Cartão de crédito,Joinville,SC
HAV003125,2024-03-25,Havan Curitiba,Eletrônicos,Caixa de Som Alexa,2,667.36,1334.72,João Mendes,Cartão de crédito,Curitiba,PR
HAV003126,2025-05-27,Havan Joinville,Eletrônicos,Tablet Samsung,1,4840.44,4840.44,Patrícia Santos,Cartão de crédito,Joinville,SC
HAV003127,2025-05-28,Havan Balneário Camboriú,Utilidades Domésticas,Aparelho de Jantar,2,93.03,186.06,Rodrigo Alves,Cartão de crédito,Balneário Camboriú,SC
HAV003128,2024-09-16,Havan Londrina,Informática,HD Externo 1TB,1,1584.49,1584.49,Patrícia Santos,PIX,Londrina,SC
HAV003129,2025-04-15,Havan Balneário Camboriú,"Cama, Mesa e Banho",Toalha de Banho,2,56.05,112.1,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV003130,2024-05-23,Havan Brusque,Móveis,Estante Decorativa,1,2426.24,2426.24,Rodrigo Alves,Cartão de débito,Brusque,SC
HAV003131,2025-08-26,Havan Balneário Camboriú,Informática,Mouse Logitech,1,2378.86,2378.86,João Mendes,Cartão de crédito,Balneário Camboriú,SC
HAV003132,2024-05-18,Havan Londrina,Vestuário,Tênis Nike,1,423.5,423.5,Lucas Oliveira,Dinheiro,Londrina,SC
HAV003133,2024-12-04,Havan Florianópolis,Móveis,Guarda-roupa 6 portas,3,3404.4,10213.2,João Mendes,Cartão de débito,Florianópolis,SC
HAV003134,2025-07-26,Havan Curitiba,Brinquedos,Boneca Barbie,3,369.72,1109.16,Ana Silva,Cartão de crédito,Curitiba,PR
HAV003135,2024-11-29,Havan Itajaí,Vestuário,Blusa Feminina,1,269.6,269.6,Lucas Oliveira,Cartão de crédito,Itajaí,SC
HAV003136,2024-09-10,Havan Itajaí,Eletrônicos,Caixa de Som Alexa,2,4624.29,9248.58,Patrícia Santos,Cartão de crédito,Itajaí,SC
HAV003137,2025-05-25,Havan Brusque,Utilidades Domésticas,Aparelho de Jantar,1,180.84,180.84,Mariana Costa,PIX,Brusque,SC
